like1,parx,pary,parz,simulation_0,chain
inf,-3.396,9.625,-1.937,inf,1.0
inf,-6.06,-9.695,-4.438,inf,1.0
inf,-6.992,-0.682,0.8433,inf,1.0
18830.0,-2.076,4.703,8.41,18830.0,1.0
49800.0,4.83,1.404,6.21,49800.0,1.0
inf,3.414,6.63,6.78,inf,1.0
inf,-6.977,-3.674,2.018,inf,1.0
17650.0,-3.621,1.37,8.07,17650.0,1.0
11140.0,2.666,-1.691,8.69,11140.0,1.0
inf,-5.945,-0.681,6.973,inf,1.0
inf,4.695,6.17,3.094,inf,1.0
inf,3.13,-7.414,7.32,inf,1.0
inf,-1.248,7.703,-3.062,inf,1.0
7324.0,2.697,-0.2479,-4.016,7324.0,1.0
inf,-9.87,3.482,-7.816,inf,1.0
inf,-1.869,6.723,-4.527,inf,1.0
inf,7.156,-1.337,1.847,inf,1.0
inf,0.591,-9.63,-7.984,inf,1.0
inf,-8.01,-0.6685,-3.162,inf,1.0
403.0,-2.088,2.74,6.37,403.0,1.0
7156.0,-0.2405,-2.076,-3.87,7156.0,1.0
inf,5.133,-7.57,-0.198,inf,1.0
35740.0,-1.126,-3.24,-7.86,35740.0,1.0
inf,9.59,4.934,-5.375,inf,1.0
inf,-9.59,4.504,7.336,inf,1.0
inf,5.57,7.797,2.979,inf,1.0
inf,-0.2251,8.44,7.246,inf,1.0
inf,4.293,-7.664,-8.93,inf,1.0
8200.0,0.2197,3.9,7.023,8200.0,1.0
inf,-6.41,-8.95,-0.807,inf,1.0
13896.0,-3.186,-0.8013,4.99,13896.0,1.0
inf,-9.09,-1.894,-9.12,inf,1.0
inf,4.688,6.92,-6.965,inf,1.0
inf,-5.023,-6.977,3.139,inf,1.0
inf,-4.78,-3.602,2.23,inf,1.0
inf,9.17,-5.938,9.08,inf,1.0
24740.0,3.785,-1.314,3.314,24740.0,1.0
inf,-6.906,-7.605,-8.3,inf,1.0
inf,5.023,-3.691,-7.29,inf,1.0
inf,-7.656,-4.46,-6.56,inf,1.0
17600.0,-3.734,1.009,3.924,17600.0,1.0
5700.0,1.418,-3.104,4.09,5700.0,1.0
inf,1.46,8.07,8.03,inf,1.0
11940.0,-2.863,4.484,9.86,11940.0,1.0
inf,-5.15,-1.394,-4.793,inf,1.0
inf,9.81,4.676,-9.23,inf,1.0
inf,-6.395,2.879,7.195,inf,1.0
inf,-0.6255,6.066,2.52,inf,1.0
inf,4.117,6.613,8.74,inf,1.0
inf,-4.844,-7.246,3.438,inf,1.0
46430.0,-3.918,-4.234,8.984,46430.0,1.0
inf,-5.508,-5.176,-8.55,inf,1.0
inf,8.22,6.44,-4.258,inf,1.0
inf,-3.648,-9.3,2.104,inf,1.0
inf,1.252,7.758,-1.332,inf,1.0
inf,-9.86,4.605,-3.322,inf,1.0
inf,-0.0797,7.12,0.23,inf,1.0
11576.0,0.1553,-3.838,4.695,11576.0,1.0
inf,-5.12,4.08,3.79,inf,1.0
inf,-6.71,-3.809,8.305,inf,1.0
inf,6.227,-3.63,-4.055,inf,1.0
50600.0,-4.152,3.791,-3.656,50600.0,1.0
6664.0,-2.604,0.509,5.473,6664.0,1.0
inf,3.12,5.734,-6.137,inf,1.0
inf,-8.164,-9.484,-8.17,inf,1.0
inf,-3.557,-9.62,0.4197,inf,1.0
inf,-4.34,-9.45,1.177,inf,1.0
inf,-4.613,-7.24,0.9375,inf,1.0
11340.0,-0.2798,2.637,-3.383,11340.0,1.0
inf,-9.336,-3.682,-5.59,inf,1.0
inf,8.3,3.732,-9.664,inf,1.0
inf,5.746,3.803,8.23,inf,1.0
inf,-5.883,4.13,-7.066,inf,1.0
inf,-2.361,6.453,1.274,inf,1.0
inf,-2.615,6.4,-1.927,inf,1.0
inf,-5.64,1.873,-1.942,inf,1.0
inf,-2.086,-6.293,-0.9883,inf,1.0
inf,-5.902,-2.27,5.38,inf,1.0
inf,2.402,-9.37,-6.383,inf,1.0
inf,-9.77,-5.01,-7.844,inf,1.0
241.1,-0.1865,1.385,1.159,241.1,1.0
inf,-8.336,6.71,-3.242,inf,1.0
inf,-7.086,-4.723,-0.1471,inf,1.0
inf,9.03,-7.137,-6.812,inf,1.0
inf,-9.09,-6.875,-5.867,inf,1.0
12380.0,-2.678,2.27,-4.832,12380.0,1.0
inf,-9.8,3.824,-3.951,inf,1.0
inf,5.96,1.579,-4.203,inf,1.0
inf,-6.14,1.009,-0.5317,inf,1.0
inf,-6.934,-1.756,-6.406,inf,1.0
20130.0,2.688,2.572,-6.785,20130.0,1.0
37540.0,3.95,-2.922,2.863,37540.0,1.0
inf,-0.2617,-6.027,3.264,inf,1.0
14910.0,3.312,-1.044,-1.036,14910.0,1.0
inf,0.08856,6.07,-6.883,inf,1.0
inf,0.94,-5.984,-4.777,inf,1.0
8616.0,0.3093,-2.33,-3.525,8616.0,1.0
27600.0,4.156,0.771,2.6,27600.0,1.0
inf,0.3643,7.504,5.344,inf,1.0
inf,-6.57,7.742,-4.098,inf,1.0
inf,-1.425,9.055,0.4363,inf,1.0
inf,-6.31,-0.4043,1.736,inf,1.0
inf,-7.95,1.459,8.48,inf,1.0
14100.0,-2.602,-0.2805,-9.47,14100.0,1.0
inf,-4.914,-5.97,-0.6333,inf,1.0
inf,8.78,0.6943,-5.19,inf,1.0
inf,-1.347,5.97,6.344,inf,1.0
inf,7.13,1.296,9.53,inf,1.0
inf,-8.28,6.73,3.678,inf,1.0
inf,1.688,8.68,-8.65,inf,1.0
inf,-4.633,-9.64,-5.484,inf,1.0
inf,4.93,8.56,-0.3933,inf,1.0
10690.0,-3.52,3.732,8.305,10690.0,1.0
inf,-9.29,1.996,4.035,inf,1.0
inf,-7.523,-2.184,-0.1908,inf,1.0
inf,-0.3403,8.18,2.816,inf,1.0
52130.0,2.209,3.717,-8.98,52130.0,1.0
inf,-8.6,7.02,-1.409,inf,1.0
61860.0,4.746,3.15,-5.67,61860.0,1.0
inf,-4.945,-5.434,-1.019,inf,1.0
54240.0,-4.17,4.953,4.87,54240.0,1.0
inf,-7.867,2.71,2.404,inf,1.0
inf,1.59,-5.24,-0.1934,inf,1.0
9020.0,-2.256,-1.614,-4.11,9020.0,1.0
42700.0,-0.1735,4.363,-1.165,42700.0,1.0
50240.0,-1.629,4.93,2.0,50240.0,1.0
1411.0,0.792,-3.072,9.945,1411.0,1.0
inf,7.098,-4.48,8.38,inf,1.0
27120.0,3.904,1.435,-6.902,27120.0,1.0
inf,6.69,4.81,-4.434,inf,1.0
25040.0,2.691,-3.787,3.002,25040.0,1.0
inf,4.76,5.793,7.895,inf,1.0
inf,0.704,-6.95,-0.8687,inf,1.0
inf,5.53,2.055,-0.24,inf,1.0
inf,6.6,-6.688,8.74,inf,1.0
inf,-7.59,-1.523,-0.9814,inf,1.0
33800.0,1.637,4.645,3.31,33800.0,1.0
inf,3.809,7.652,-1.686,inf,1.0
inf,5.555,-8.35,-3.668,inf,1.0
inf,1.738,6.285,-4.355,inf,1.0
inf,8.29,2.797,8.57,inf,1.0
inf,7.57,2.557,3.361,inf,1.0
inf,-7.26,-6.547,1.144,inf,1.0
inf,-6.844,-7.926,5.633,inf,1.0
inf,3.738,-6.8,-3.26,inf,1.0
inf,7.23,6.23,-0.881,inf,1.0
inf,1.492,-5.492,-8.76,inf,1.0
inf,-6.695,6.06,-1.088,inf,1.0
inf,4.875,6.094,7.312,inf,1.0
inf,-4.848,-5.023,6.457,inf,1.0
inf,0.703,8.04,8.016,inf,1.0
inf,-7.453,-8.664,-6.06,inf,1.0
inf,5.953,-8.97,7.434,inf,1.0
inf,-5.734,4.285,9.46,inf,1.0
inf,9.92,-1.734,1.777,inf,1.0
inf,0.745,-6.773,4.867,inf,1.0
inf,6.176,-2.057,0.185,inf,1.0
inf,-0.1746,-8.95,0.3767,inf,1.0
60930.0,-4.09,-4.13,3.877,60930.0,1.0
inf,-2.328,-4.676,-6.277,inf,1.0
24510.0,-3.725,3.467,0.338,24510.0,1.0
inf,-9.22,-6.836,3.77,inf,1.0
inf,-6.957,-8.82,-0.19,inf,1.0
inf,6.543,-2.902,9.66,inf,1.0
inf,-1.441,9.195,3.066,inf,1.0
inf,5.67,-0.785,8.984,inf,1.0
inf,-7.98,-4.637,-0.712,inf,1.0
inf,-9.055,-4.977,6.902,inf,1.0
inf,5.125,-9.41,2.959,inf,1.0
8710.0,1.692,2.0,-5.293,8710.0,1.0
inf,-8.14,6.043,1.663,inf,1.0
inf,-5.812,4.945,-7.36,inf,1.0
inf,3.244,9.125,8.67,inf,1.0
inf,-6.996,-3.629,7.414,inf,1.0
inf,2.713,-5.31,-8.63,inf,1.0
inf,2.307,9.48,-0.00063,inf,1.0
inf,-9.63,-1.264,-3.885,inf,1.0
inf,1.1,8.56,-6.715,inf,1.0
inf,2.988,-6.504,0.3872,inf,1.0
inf,-9.35,-4.883,-7.4,inf,1.0
inf,-8.08,9.83,5.824,inf,1.0
inf,8.5,4.895,3.227,inf,1.0
15130.0,3.084,-2.752,6.79,15130.0,1.0
inf,3.99,-7.35,-7.473,inf,1.0
inf,6.676,2.172,4.52,inf,1.0
30700.0,3.295,-4.14,8.12,30700.0,1.0
inf,-5.477,3.8,-8.41,inf,1.0
6936.0,-2.062,-2.602,2.07,6936.0,1.0
40160.0,-3.785,-1.875,-8.266,40160.0,1.0
inf,4.383,-8.57,-2.795,inf,1.0
inf,-9.695,6.094,-6.664,inf,1.0
inf,-0.9287,9.4,1.608,inf,1.0
inf,9.875,-7.89,-2.438,inf,1.0
53500.0,-4.684,-0.1886,6.78,53500.0,1.0
inf,6.25,-8.76,-3.39,inf,1.0
inf,-8.52,8.35,-2.19,inf,1.0
4034.0,1.778,-2.55,3.762,4034.0,1.0
32860.0,-1.445,-4.758,5.844,32860.0,1.0
inf,-6.293,1.123,-1.616,inf,1.0
53860.0,-0.1636,-4.895,1.29,53860.0,1.0
63580.0,5.13,1.313,4.96,63580.0,1.0
inf,6.836,-4.27,2.121,inf,1.0
48770.0,-1.821,-3.998,-4.836,48770.0,1.0
inf,-2.928,8.58,6.637,inf,1.0
22000.0,3.562,-1.393,-2.682,22000.0,1.0
inf,-1.674,-6.668,-6.082,inf,1.0
inf,7.246,9.14,0.99,inf,1.0
inf,-9.37,-3.6,-2.387,inf,1.0
inf,6.492,-8.945,0.7534,inf,1.0
inf,-2.773,-5.87,1.57,inf,1.0
inf,8.42,-5.457,3.924,inf,1.0
inf,-6.16,1.879,-4.332,inf,1.0
3206.0,0.693,-0.5254,-5.297,3206.0,1.0
inf,1.036,-7.996,-0.4917,inf,1.0
inf,6.28,1.87,-5.242,inf,1.0
inf,-6.336,6.816,-5.87,inf,1.0
44740.0,4.215,-1.622,-5.812,44740.0,1.0
inf,-6.816,3.566,6.453,inf,1.0
inf,-5.87,-2.531,-3.812,inf,1.0
inf,4.016,6.254,1.928,inf,1.0
inf,5.125,-0.5493,8.81,inf,1.0
7588.0,2.768,0.6104,-4.746,7588.0,1.0
inf,-8.06,-8.3,-2.621,inf,1.0
inf,-5.973,-4.9,3.904,inf,1.0
inf,9.875,1.779,6.863,inf,1.0
inf,-6.8,3.414,-1.367,inf,1.0
inf,8.734,-9.91,3.16,inf,1.0
28460.0,3.072,-1.955,-8.62,28460.0,1.0
59300.0,2.69,4.758,-1.58,59300.0,1.0
inf,8.32,5.375,-0.1087,inf,1.0
8680.0,-0.4487,-3.254,1.952,8680.0,1.0
inf,-7.08,-8.26,0.4468,inf,1.0
27580.0,-3.291,-2.506,-3.596,27580.0,1.0
15230.0,2.68,-0.2468,9.92,15230.0,1.0
inf,-5.016,4.562,5.41,inf,1.0
inf,-5.227,5.145,0.2435,inf,1.0
inf,2.195,-7.484,-9.305,inf,1.0
inf,-7.64,0.8223,9.07,inf,1.0
7184.0,-1.652,-1.707,-4.3,7184.0,1.0
inf,6.227,8.37,5.918,inf,1.0
inf,-0.704,-7.33,-0.6885,inf,1.0
inf,9.2,5.016,-6.13,inf,1.0
inf,6.867,0.2096,2.348,inf,1.0
inf,-6.75,8.1,8.195,inf,1.0
inf,1.921,9.78,7.594,inf,1.0
inf,-3.404,-4.047,-7.75,inf,1.0
inf,-9.664,-2.684,1.532,inf,1.0
1708.0,-1.417,2.781,3.684,1708.0,1.0
61660.0,-4.703,3.775,-2.469,61660.0,1.0
inf,-5.844,1.712,9.67,inf,1.0
inf,6.29,8.39,-7.277,inf,1.0
inf,-0.211,-9.63,-3.322,inf,1.0
56100.0,4.53,-2.545,1.186,56100.0,1.0
9304.0,-1.451,3.707,4.242,9304.0,1.0
inf,-0.1503,-9.76,-5.746,inf,1.0
inf,-3.197,-6.42,9.695,inf,1.0
inf,-2.645,7.688,-2.756,inf,1.0
inf,-7.688,-8.12,-9.016,inf,1.0
1402.0,0.2783,-0.5273,-3.414,1402.0,1.0
inf,-2.006,-9.57,-8.19,inf,1.0
inf,-0.2197,9.016,-7.594,inf,1.0
inf,5.043,6.543,-9.13,inf,1.0
51070.0,-1.087,3.541,-9.93,51070.0,1.0
inf,-3.787,-5.81,-0.9175,inf,1.0
inf,7.516,8.23,-2.963,inf,1.0
inf,7.844,0.841,6.703,inf,1.0
inf,-7.62,5.23,-3.918,inf,1.0
41760.0,-0.516,5.27,7.95,41760.0,1.0
inf,5.402,0.5483,-1.102,inf,1.0
inf,3.734,9.2,4.508,inf,1.0
inf,2.72,-9.63,3.676,inf,1.0
inf,-8.914,-1.788,-8.12,inf,1.0
inf,4.605,6.7,2.018,inf,1.0
inf,7.066,4.805,8.72,inf,1.0
inf,-9.01,-1.539,-7.645,inf,1.0
31940.0,4.117,-0.1676,5.195,31940.0,1.0
inf,-2.203,5.293,-6.383,inf,1.0
54820.0,4.766,1.011,9.83,54820.0,1.0
inf,-9.19,3.457,-6.754,inf,1.0
inf,-9.92,-1.35,-3.264,inf,1.0
inf,-5.77,-5.75,-9.09,inf,1.0
inf,3.992,-8.44,1.518,inf,1.0
inf,0.8496,5.61,-8.35,inf,1.0
inf,1.032,-6.582,-9.71,inf,1.0
inf,-9.234,4.402,0.2754,inf,1.0
inf,-4.25,-6.5,-1.449,inf,1.0
30750.0,-3.625,-3.19,3.81,30750.0,1.0
29070.0,-3.95,-0.5205,5.832,29070.0,1.0
44350.0,-4.445,4.297,4.164,44350.0,1.0
inf,-3.873,7.55,-4.992,inf,1.0
1297.0,-1.436,0.1511,-3.02,1297.0,1.0
inf,-4.63,5.566,2.316,inf,1.0
6196.0,-0.6226,0.9062,-7.03,6196.0,1.0
inf,-6.543,-0.6143,-7.957,inf,1.0
6230.0,-1.3545,1.264,-6.273,6230.0,1.0
10820.0,-0.394,-1.787,-7.02,10820.0,1.0
inf,-4.605,-4.168,-2.633,inf,1.0
inf,9.055,-4.457,1.911,inf,1.0
inf,5.113,-0.3296,-2.404,inf,1.0
inf,-4.66,-7.43,8.91,inf,1.0
19280.0,-1.889,-3.668,1.609,19280.0,1.0
inf,-1.288,-8.49,2.29,inf,1.0
inf,-2.395,7.957,-7.945,inf,1.0
inf,-1.691,-8.06,-0.237,inf,1.0
inf,-7.39,-3.795,1.3125,inf,1.0
inf,3.643,-8.02,1.897,inf,1.0
inf,1.32,9.76,2.959,inf,1.0
inf,-3.176,7.64,-0.579,inf,1.0
8600.0,-1.34,1.036,-8.164,8600.0,1.0
1126.0,-1.465,0.9946,-2.154,1126.0,1.0
inf,1.258,-5.91,2.96,inf,1.0
inf,7.91,4.355,6.504,inf,1.0
inf,-5.332,9.88,9.88,inf,1.0
inf,3.559,7.195,4.086,inf,1.0
inf,-8.73,-1.713,8.164,inf,1.0
20200.0,-3.193,0.843,-9.984,20200.0,1.0
inf,-0.244,-5.945,3.355,inf,1.0
inf,-7.242,-4.746,-4.527,inf,1.0
inf,-4.5,8.21,5.26,inf,1.0
inf,-7.38,4.355,-8.44,inf,1.0
inf,-0.6475,-7.816,1.111,inf,1.0
21580.0,-0.735,4.23,3.697,21580.0,1.0
inf,9.79,-2.66,-5.586,inf,1.0
inf,6.266,-4.598,1.808,inf,1.0
inf,8.516,-8.47,3.898,inf,1.0
inf,-6.19,-2.865,8.53,inf,1.0
256.5,1.404,0.3728,0.135,256.5,1.0
inf,6.516,-9.53,5.91,inf,1.0
inf,9.07,2.941,-0.7925,inf,1.0
26480.0,-3.188,2.79,-6.723,26480.0,1.0
inf,5.22,-0.5117,2.088,inf,1.0
inf,-7.105,-1.719,-7.137,inf,1.0
inf,-6.492,-8.36,-9.484,inf,1.0
inf,-9.01,-8.125,9.14,inf,1.0
inf,-6.223,4.68,0.9507,inf,1.0
19000.0,-3.488,-1.309,-1.171,19000.0,1.0
inf,-3.23,7.57,-9.23,inf,1.0
8960.0,-0.4292,2.605,-2.354,8960.0,1.0
inf,-8.11,-7.47,-1.103,inf,1.0
inf,-5.355,2.463,3.758,inf,1.0
983.0,0.1586,-1.029,4.004,983.0,1.0
inf,-5.805,-9.78,-0.05124,inf,1.0
inf,-5.16,-1.757,4.76,inf,1.0
inf,6.203,9.36,-2.32,inf,1.0
22180.0,1.157,-3.215,-3.842,22180.0,1.0
12490.0,-1.109,-1.191,-9.484,12490.0,1.0
inf,-8.05,6.87,9.055,inf,1.0
inf,3.191,-5.03,2.607,inf,1.0
inf,-6.99,2.752,-8.21,inf,1.0
inf,-5.65,-6.918,8.06,inf,1.0
inf,-1.24,-9.81,-7.58,inf,1.0
inf,-9.73,-7.9,8.87,inf,1.0
inf,-5.45,9.95,9.48,inf,1.0
32080.0,-4.367,3.188,1.926,32080.0,1.0
inf,-6.28,5.3,-8.88,inf,1.0
inf,-6.547,-4.957,-4.254,inf,1.0
inf,-4.89,-2.025,-5.734,inf,1.0
inf,-8.305,-1.997,-5.86,inf,1.0
inf,-4.934,-8.555,-4.62,inf,1.0
inf,2.344,-9.12,-7.766,inf,1.0
12690.0,0.5093,-4.1,6.46,12690.0,1.0
33470.0,-3.662,-3.797,8.23,33470.0,1.0
inf,5.176,-6.418,-2.215,inf,1.0
inf,6.285,-0.4907,-6.832,inf,1.0
inf,8.41,5.82,5.156,inf,1.0
inf,-1.702,7.42,7.234,inf,1.0
inf,-3.572,-6.086,7.438,inf,1.0
inf,7.008,5.004,8.07,inf,1.0
inf,9.266,-3.33,-9.336,inf,1.0
inf,-0.769,9.984,-4.035,inf,1.0
3758.0,1.892,-2.465,7.035,3758.0,1.0
20540.0,-3.314,-0.5527,8.8,20540.0,1.0
12190.0,-3.63,2.521,3.531,12190.0,1.0
28290.0,3.361,3.055,-5.33,28290.0,1.0
inf,3.604,-6.85,-9.0,inf,1.0
inf,7.49,1.819,-8.7,inf,1.0
inf,-8.95,3.502,2.14,inf,1.0
inf,5.17,6.004,-0.05582,inf,1.0
12280.0,-2.05,-3.121,1.442,12280.0,1.0
inf,-9.42,4.855,-8.734,inf,1.0
inf,-2.488,5.566,-7.81,inf,1.0
inf,7.363,-9.69,-1.836,inf,1.0
inf,-6.344,-8.31,9.56,inf,1.0
inf,5.473,-6.832,-1.429,inf,1.0
29970.0,-0.1771,3.273,-6.285,29970.0,1.0
inf,0.4878,7.168,9.63,inf,1.0
inf,9.13,-0.1971,-3.328,inf,1.0
inf,-5.637,-5.688,-5.785,inf,1.0
inf,7.227,-6.977,-3.541,inf,1.0
inf,1.735,5.39,-7.203,inf,1.0
14710.0,1.91,2.945,-3.43,14710.0,1.0
inf,2.598,8.63,8.59,inf,1.0
inf,-2.3,9.81,8.35,inf,1.0
inf,-8.39,-5.89,-5.164,inf,1.0
inf,-9.03,2.742,9.87,inf,1.0
inf,-5.387,2.438,-8.48,inf,1.0
inf,4.01,-6.82,6.508,inf,1.0
inf,-0.5605,8.14,-4.805,inf,1.0
inf,7.914,1.672,-4.504,inf,1.0
52960.0,-4.914,2.021,-2.277,52960.0,1.0
inf,-5.266,5.97,-0.1953,inf,1.0
inf,-9.16,0.9863,-6.117,inf,1.0
inf,-4.113,9.81,4.71,inf,1.0
2258.0,1.096,-2.227,1.683,2258.0,1.0
20450.0,-1.2705,2.629,-7.35,20450.0,1.0
inf,-1.036,8.13,-1.646,inf,1.0
inf,-1.448,-6.164,0.2915,inf,1.0
inf,-6.26,-6.797,-6.957,inf,1.0
inf,6.566,-3.59,4.938,inf,1.0
inf,-2.404,5.863,8.414,inf,1.0
27760.0,2.809,4.977,8.35,27760.0,1.0
20110.0,-3.227,2.314,-6.277,20110.0,1.0
inf,-5.676,4.9,2.58,inf,1.0
62400.0,-1.272,4.023,-8.68,62400.0,1.0
48060.0,4.35,-2.264,-0.431,48060.0,1.0
inf,-8.84,-6.418,6.67,inf,1.0
inf,5.89,-5.652,3.756,inf,1.0
inf,-3.29,5.906,8.695,inf,1.0
inf,-2.352,4.23,-7.855,inf,1.0
21020.0,3.512,-0.498,6.992,21020.0,1.0
inf,6.35,-2.22,-4.65,inf,1.0
inf,-0.7236,-8.2,-9.68,inf,1.0
inf,5.094,-6.613,-0.9116,inf,1.0
45380.0,2.285,4.676,0.578,45380.0,1.0
inf,-9.34,2.889,1.896,inf,1.0
16830.0,-3.18,-2.691,9.23,16830.0,1.0
44600.0,4.53,4.746,8.53,44600.0,1.0
inf,6.51,5.242,-6.977,inf,1.0
inf,5.887,-0.6143,1.905,inf,1.0
inf,7.8,9.44,1.88,inf,1.0
20560.0,-0.8203,-3.22,-3.42,20560.0,1.0
60860.0,3.729,-4.54,4.227,60860.0,1.0
inf,7.023,-2.072,-1.099,inf,1.0
inf,-6.195,-0.5083,-4.33,inf,1.0
inf,-7.504,-6.684,8.33,inf,1.0
2582.0,1.043,0.6426,5.473,2582.0,1.0
2602.0,1.333,-0.3152,4.75,2602.0,1.0
inf,6.59,-2.516,9.2,inf,1.0
inf,-3.938,-7.39,3.545,inf,1.0
inf,-9.78,-5.3,7.48,inf,1.0
inf,-9.24,-4.46,7.875,inf,1.0
7044.0,-2.271,-1.953,-0.621,7044.0,1.0
309.5,1.309,2.95,9.94,309.5,1.0
38300.0,-4.703,2.78,4.758,38300.0,1.0
12184.0,3.033,1.26,-6.082,12184.0,1.0
inf,-9.92,8.875,-2.238,inf,1.0
inf,3.201,-8.24,-7.574,inf,1.0
inf,-7.785,-0.696,6.098,inf,1.0
31860.0,2.367,-3.207,-5.234,31860.0,1.0
inf,4.66,-5.67,-7.906,inf,1.0
inf,4.637,7.855,8.53,inf,1.0
inf,-6.035,-2.166,4.77,inf,1.0
inf,5.242,-1.753,-4.004,inf,1.0
inf,-4.348,8.76,0.3677,inf,1.0
inf,-5.594,9.12,-9.74,inf,1.0
inf,1.133,-8.234,7.668,inf,1.0
inf,-3.152,6.406,-5.83,inf,1.0
63230.0,3.105,-4.152,-3.768,63230.0,1.0
47580.0,-4.617,-0.413,1.904,47580.0,1.0
15930.0,3.035,-2.914,5.035,15930.0,1.0
20540.0,3.506,-1.714,5.926,20540.0,1.0
inf,9.67,-9.89,7.094,inf,1.0
inf,1.742,-8.88,9.15,inf,1.0
1504.0,1.207,-2.21,3.67,1504.0,1.0
inf,-7.72,-7.08,0.8027,inf,1.0
inf,4.707,-9.87,8.22,inf,1.0
9400.0,1.787,-0.8906,-7.996,9400.0,1.0
inf,9.95,6.887,1.792,inf,1.0
inf,4.83,7.71,3.76,inf,1.0
inf,6.375,8.93,5.406,inf,1.0
12640.0,3.213,0.3967,5.434,12640.0,1.0
inf,9.48,7.883,7.65,inf,1.0
inf,5.45,-1.779,-2.434,inf,1.0
inf,6.902,4.23,9.55,inf,1.0
59300.0,1.848,-5.32,5.59,59300.0,1.0
59780.0,2.498,-4.395,-2.717,59780.0,1.0
inf,-4.75,9.11,0.598,inf,1.0
inf,-6.04,-4.88,8.93,inf,1.0
4970.0,2.879,2.75,3.215,4970.0,1.0
inf,-4.246,9.78,-8.17,inf,1.0
inf,-6.45,6.22,-9.32,inf,1.0
inf,-7.547,-1.309,-3.6,inf,1.0
19680.0,2.941,4.098,3.54,19680.0,1.0
inf,-9.375,4.117,-2.393,inf,1.0
inf,-6.582,-7.39,9.98,inf,1.0
inf,-1.096,7.76,2.451,inf,1.0
inf,-6.285,6.28,-6.434,inf,1.0
inf,6.363,-8.3,-3.17,inf,1.0
19250.0,3.623,1.614,-5.125,19250.0,1.0
inf,8.03,3.521,4.844,inf,1.0
inf,4.5,8.78,-9.94,inf,1.0
inf,-8.266,6.094,-1.432,inf,1.0
inf,2.094,-8.34,5.746,inf,1.0
inf,5.06,-4.39,5.336,inf,1.0
842.0,0.118,2.908,8.44,842.0,1.0
inf,-6.55,-8.79,-5.973,inf,1.0
inf,-5.117,3.262,-6.9,inf,1.0
inf,-8.2,7.625,7.293,inf,1.0
inf,-9.13,5.094,6.562,inf,1.0
inf,-2.02,6.574,-6.51,inf,1.0
inf,-5.89,-6.992,-0.1632,inf,1.0
772.5,1.053,-1.472,3.172,772.5,1.0
inf,-8.1,-9.85,2.502,inf,1.0
inf,-3.957,7.184,7.777,inf,1.0
inf,-6.492,4.71,-7.223,inf,1.0
inf,-0.664,-5.09,-5.63,inf,1.0
24800.0,-4.258,3.3,5.598,24800.0,1.0
inf,2.918,7.273,3.021,inf,1.0
9470.0,-2.035,-3.107,3.182,9470.0,1.0
inf,-6.582,6.21,-6.312,inf,1.0
1935.0,2.463,2.664,9.87,1935.0,1.0
58850.0,-4.742,-0.865,7.273,58850.0,1.0
inf,-7.61,4.363,4.32,inf,1.0
inf,-7.598,5.1,2.514,inf,1.0
inf,-6.695,8.88,7.195,inf,1.0
inf,-0.3354,8.98,8.57,inf,1.0
554.5,-0.364,2.143,3.373,554.5,1.0
inf,-4.785,-7.242,-9.94,inf,1.0
inf,-5.6,-8.59,-6.668,inf,1.0
inf,-6.32,6.215,-3.889,inf,1.0
23230.0,-3.986,2.906,0.487,23230.0,1.0
inf,5.113,0.5005,-3.781,inf,1.0
inf,-8.88,-7.887,-4.773,inf,1.0
43400.0,4.273,-1.984,8.79,43400.0,1.0
inf,5.484,4.57,0.4326,inf,1.0
inf,-5.414,-1.403,-3.328,inf,1.0
inf,3.594,7.605,-7.04,inf,1.0
23970.0,-1.191,-3.107,-5.15,23970.0,1.0
2632.0,-0.4038,-2.979,4.84,2632.0,1.0
12570.0,-1.914,3.71,2.562,12570.0,1.0
inf,9.84,4.26,-8.055,inf,1.0
inf,-3.37,-7.45,5.38,inf,1.0
27980.0,-3.89,-1.037,5.316,27980.0,1.0
2744.0,1.4375,0.777,5.68,2744.0,1.0
61980.0,-0.589,5.645,7.547,61980.0,1.0
inf,-7.895,2.045,4.566,inf,1.0
inf,7.203,-1.621,0.1992,inf,1.0
inf,2.758,-8.5,0.3267,inf,1.0
inf,5.723,5.93,5.125,inf,1.0
64400.0,-5.188,1.744,0.02788,64400.0,1.0
44480.0,3.291,4.53,0.4211,44480.0,1.0
inf,0.2654,-9.6,-3.006,inf,1.0
847.0,-0.672,0.5728,3.23,847.0,1.0
inf,1.9,-5.5,-7.992,inf,1.0
3770.0,-2.078,-1.792,2.807,3770.0,1.0
1304.0,-0.866,2.527,3.258,1304.0,1.0
inf,8.734,7.168,6.19,inf,1.0
inf,5.76,-3.428,-2.113,inf,1.0
53660.0,2.121,5.12,3.074,53660.0,1.0
inf,4.703,5.61,9.81,inf,1.0
inf,0.719,6.63,1.162,inf,1.0
2898.0,0.3894,1.107,-4.07,2898.0,1.0
inf,-6.754,6.62,0.3452,inf,1.0
inf,4.516,7.88,-9.74,inf,1.0
inf,7.645,-4.727,-4.145,inf,1.0
inf,-4.316,9.87,-5.51,inf,1.0
inf,7.17,8.89,5.234,inf,1.0
inf,4.836,5.37,8.08,inf,1.0
inf,-9.92,-7.082,1.163,inf,1.0
inf,2.506,4.324,-8.23,inf,1.0
inf,-5.02,-9.64,-5.555,inf,1.0
inf,4.25,-9.04,-1.327,inf,1.0
inf,9.46,-5.055,1.228,inf,1.0
