"id","DatesR","P","T","E","Qls","Qmm"
"23381",2006-09-01 04:00:00,0,NA,0,1847,0.00722739130434783
"23382",2006-09-01 05:00:00,0,NA,0,1850,0.00723913043478261
"23383",2006-09-01 06:00:00,0,NA,0,1853,0.00725086956521739
"23384",2006-09-01 07:00:00,0,NA,0.1,1856,0.00726260869565218
"23385",2006-09-01 08:00:00,0,NA,0.18,1860,0.00727826086956522
"23386",2006-09-01 09:00:00,0,NA,0.23,1863,0.00729
"23387",2006-09-01 10:00:00,0,NA,0.28,1866,0.00730173913043478
"23388",2006-09-01 11:00:00,0,NA,0.32,1870,0.00731739130434783
"23389",2006-09-01 12:00:00,0,NA,0.34,1882,0.00736434782608696
"23390",2006-09-01 13:00:00,0,NA,0.34,1864,0.00729391304347826
"23391",2006-09-01 14:00:00,0,NA,0.32,1858,0.0072704347826087
"23392",2006-09-01 15:00:00,0,NA,0.28,1855,0.00725869565217391
"23393",2006-09-01 16:00:00,0,NA,0.23,1850,0.00723913043478261
"23394",2006-09-01 17:00:00,0,NA,0.18,1845,0.0072195652173913
"23395",2006-09-01 18:00:00,0,NA,0.1,1840,0.0072
"23396",2006-09-01 19:00:00,0,NA,0,1835,0.0071804347826087
"23397",2006-09-01 20:00:00,0,NA,0,1831,0.00716478260869565
"23398",2006-09-01 21:00:00,0,NA,0,1836,0.00718434782608696
"23399",2006-09-01 22:00:00,0,NA,0,1841,0.00720391304347826
"23400",2006-09-01 23:00:00,0,NA,0,1847,0.00722739130434783
"23401",2006-09-02 00:00:00,0,NA,0,1852,0.00724695652173913
"23402",2006-09-02 01:00:00,0,NA,0,1858,0.0072704347826087
"23403",2006-09-02 02:00:00,0,NA,0,1863,0.00729
"23404",2006-09-02 03:00:00,0,NA,0,1869,0.00731347826086957
"23405",2006-09-02 04:00:00,0,NA,0,1874,0.00733304347826087
"23406",2006-09-02 05:00:00,0,NA,0,1880,0.00735652173913043
"23407",2006-09-02 06:00:00,0,NA,0,1885,0.00737608695652174
"23408",2006-09-02 07:00:00,0,NA,0.1,1860,0.00727826086956522
"23409",2006-09-02 08:00:00,0,NA,0.19,1814,0.00709826086956522
"23410",2006-09-02 09:00:00,0,NA,0.24,1852,0.00724695652173913
"23411",2006-09-02 10:00:00,0,NA,0.29,1859,0.00727434782608696
"23412",2006-09-02 11:00:00,0,NA,0.33,1865,0.00729782608695652
"23413",2006-09-02 12:00:00,0,NA,0.35,1867,0.00730565217391304
"23414",2006-09-02 13:00:00,0,NA,0.35,1857,0.00726652173913044
"23415",2006-09-02 14:00:00,0,NA,0.33,1848,0.00723130434782609
"23416",2006-09-02 15:00:00,0,NA,0.29,1837,0.00718826086956522
"23417",2006-09-02 16:00:00,0,NA,0.24,1831,0.00716478260869565
"23418",2006-09-02 17:00:00,0,NA,0.19,1832,0.00716869565217391
"23419",2006-09-02 18:00:00,0,NA,0.1,1833,0.00717260869565218
"23420",2006-09-02 19:00:00,0,NA,0,1835,0.0071804347826087
"23421",2006-09-02 20:00:00,0,NA,0,1836,0.00718434782608696
"23422",2006-09-02 21:00:00,0,NA,0,1838,0.00719217391304348
"23423",2006-09-02 22:00:00,0,NA,0,1839,0.00719608695652174
"23424",2006-09-02 23:00:00,0,NA,0,1841,0.00720391304347826
"23425",2006-09-03 00:00:00,0,NA,0,1845,0.0072195652173913
"23426",2006-09-03 01:00:00,0,NA,0,1848,0.00723130434782609
"23427",2006-09-03 02:00:00,0,NA,0,1851,0.00724304347826087
"23428",2006-09-03 03:00:00,0,NA,0,1854,0.00725478260869565
"23429",2006-09-03 04:00:00,0,NA,0,1857,0.00726652173913044
"23430",2006-09-03 05:00:00,0,NA,0,1860,0.00727826086956522
"23431",2006-09-03 06:00:00,0,NA,0,1863,0.00729
"23432",2006-09-03 07:00:00,0,NA,0.12,1866,0.00730173913043478
"23433",2006-09-03 08:00:00,0,NA,0.2,1869,0.00731347826086957
"23434",2006-09-03 09:00:00,0,NA,0.26,1873,0.00732913043478261
"23435",2006-09-03 10:00:00,0,NA,0.32,1876,0.00734086956521739
"23436",2006-09-03 11:00:00,0,NA,0.36,1878,0.00734869565217391
"23437",2006-09-03 12:00:00,0,NA,0.39,1867,0.00730565217391304
"23438",2006-09-03 13:00:00,0,NA,0.39,1876,0.00734086956521739
"23439",2006-09-03 14:00:00,0,NA,0.36,1865,0.00729782608695652
"23440",2006-09-03 15:00:00,0,NA,0.32,1853,0.00725086956521739
"23441",2006-09-03 16:00:00,0,NA,0.26,1842,0.00720782608695652
"23442",2006-09-03 17:00:00,0,NA,0.2,1841,0.00720391304347826
"23443",2006-09-03 18:00:00,0,NA,0.12,1843,0.00721173913043478
"23444",2006-09-03 19:00:00,0,NA,0,1844,0.00721565217391304
"23445",2006-09-03 20:00:00,0,NA,0,1845,0.0072195652173913
"23446",2006-09-03 21:00:00,0,NA,0,1847,0.00722739130434783
"23447",2006-09-03 22:00:00,0,NA,0,1848,0.00723130434782609
"23448",2006-09-03 23:00:00,0,NA,0,1849,0.00723521739130435
"23449",2006-09-04 00:00:00,0,NA,0,1851,0.00724304347826087
"23450",2006-09-04 01:00:00,0,NA,0,1852,0.00724695652173913
"23451",2006-09-04 02:00:00,0,NA,0,1853,0.00725086956521739
"23452",2006-09-04 03:00:00,0,NA,0,1855,0.00725869565217391
"23453",2006-09-04 04:00:00,0,NA,0,1856,0.00726260869565218
"23454",2006-09-04 05:00:00,0,NA,0,1857,0.00726652173913044
"23455",2006-09-04 06:00:00,0,NA,0,1859,0.00727434782608696
"23456",2006-09-04 07:00:00,0,NA,0.12,1860,0.00727826086956522
"23457",2006-09-04 08:00:00,0,NA,0.2,1863,0.00729
"23458",2006-09-04 09:00:00,0,NA,0.26,1867,0.00730565217391304
"23459",2006-09-04 10:00:00,0,NA,0.32,1871,0.00732130434782609
"23460",2006-09-04 11:00:00,0,NA,0.36,1875,0.00733695652173913
"23461",2006-09-04 12:00:00,0,NA,0.39,1878,0.00734869565217391
"23462",2006-09-04 13:00:00,0,NA,0.39,1873,0.00732913043478261
"23463",2006-09-04 14:00:00,0,NA,0.36,1879,0.00735260869565217
"23464",2006-09-04 15:00:00,0,NA,0.32,1889,0.00739173913043478
"23465",2006-09-04 16:00:00,0,NA,0.26,1899,0.00743086956521739
"23466",2006-09-04 17:00:00,0,NA,0.2,1912,0.00748173913043478
"23467",2006-09-04 18:00:00,0,NA,0.12,1926,0.00753652173913044
"23468",2006-09-04 19:00:00,0,NA,0,1917,0.00750130434782609
"23469",2006-09-04 20:00:00,0,NA,0,1906,0.00745826086956522
"23470",2006-09-04 21:00:00,0,NA,0,1895,0.00741521739130435
"23471",2006-09-04 22:00:00,0,NA,0,1885,0.00737608695652174
"23472",2006-09-04 23:00:00,0,NA,0,1875,0.00733695652173913
"23473",2006-09-05 00:00:00,0,NA,0,1864,0.00729391304347826
"23474",2006-09-05 01:00:00,0,NA,0,1854,0.00725478260869565
"23475",2006-09-05 02:00:00,0,NA,0,1852,0.00724695652173913
"23476",2006-09-05 03:00:00,0,NA,0,1856,0.00726260869565218
"23477",2006-09-05 04:00:00,0,NA,0,1860,0.00727826086956522
"23478",2006-09-05 05:00:00,0,NA,0,1863,0.00729
"23479",2006-09-05 06:00:00,0,NA,0,1867,0.00730565217391304
"23480",2006-09-05 07:00:00,0,NA,0.12,1870,0.00731739130434783
"23481",2006-09-05 08:00:00,0,NA,0.2,1874,0.00733304347826087
"23482",2006-09-05 09:00:00,0,NA,0.26,1877,0.00734478260869565
"23483",2006-09-05 10:00:00,0,NA,0.32,1878,0.00734869565217391
"23484",2006-09-05 11:00:00,0,NA,0.36,1871,0.00732130434782609
"23485",2006-09-05 12:00:00,0,NA,0.39,1865,0.00729782608695652
"23486",2006-09-05 13:00:00,0,NA,0.39,1858,0.0072704347826087
"23487",2006-09-05 14:00:00,0,NA,0.36,1851,0.00724304347826087
"23488",2006-09-05 15:00:00,0,NA,0.32,1844,0.00721565217391304
"23489",2006-09-05 16:00:00,0,NA,0.26,1840,0.0072
"23490",2006-09-05 17:00:00,0,NA,0.2,1841,0.00720391304347826
"23491",2006-09-05 18:00:00,0,NA,0.12,1842,0.00720782608695652
"23492",2006-09-05 19:00:00,0,NA,0,1842,0.00720782608695652
"23493",2006-09-05 20:00:00,0,NA,0,1843,0.00721173913043478
"23494",2006-09-05 21:00:00,0,NA,0,1844,0.00721565217391304
"23495",2006-09-05 22:00:00,0,NA,0,1844,0.00721565217391304
"23496",2006-09-05 23:00:00,0,NA,0,1845,0.0072195652173913
"23497",2006-09-06 00:00:00,0,NA,0,1845,0.0072195652173913
"23498",2006-09-06 01:00:00,0,NA,0,1846,0.00722347826086957
"23499",2006-09-06 02:00:00,0,NA,0,1847,0.00722739130434783
"23500",2006-09-06 03:00:00,0,NA,0,1848,0.00723130434782609
"23501",2006-09-06 04:00:00,0,NA,0,1848,0.00723130434782609
"23502",2006-09-06 05:00:00,0,NA,0,1849,0.00723521739130435
"23503",2006-09-06 06:00:00,0,NA,0,1849,0.00723521739130435
"23504",2006-09-06 07:00:00,0,NA,0.11,1851,0.00724304347826087
"23505",2006-09-06 08:00:00,0,NA,0.19,1854,0.00725478260869565
"23506",2006-09-06 09:00:00,0,NA,0.24,1858,0.0072704347826087
"23507",2006-09-06 10:00:00,0,NA,0.3,1862,0.00728608695652174
"23508",2006-09-06 11:00:00,0,NA,0.34,1866,0.00730173913043478
"23509",2006-09-06 12:00:00,0,NA,0.36,1870,0.00731739130434783
"23510",2006-09-06 13:00:00,0,NA,0.36,1876,0.00734086956521739
"23511",2006-09-06 14:00:00,0,NA,0.34,1883,0.00736826086956522
"23512",2006-09-06 15:00:00,0.04,NA,0.3,1890,0.00739565217391304
"23513",2006-09-06 16:00:00,0.05,NA,0.24,1897,0.00742304347826087
"23514",2006-09-06 17:00:00,0.26,NA,0.19,1904,0.0074504347826087
"23515",2006-09-06 18:00:00,3.78,NA,0.11,2010,0.00786521739130435
"23516",2006-09-06 19:00:00,4.64,NA,0,2728,0.0106747826086957
"23517",2006-09-06 20:00:00,0.13,NA,0,2228,0.00871826086956522
"23518",2006-09-06 21:00:00,5.41,NA,0,3448,0.0134921739130435
"23519",2006-09-06 22:00:00,1.78,NA,0,4302,0.0168339130434783
"23520",2006-09-06 23:00:00,1.45,NA,0,4667,0.0182621739130435
"23521",2006-09-07 00:00:00,6.51,NA,0,7767,0.0303926086956522
"23522",2006-09-07 01:00:00,1.58,NA,0,12194,0.0477156521739131
"23523",2006-09-07 02:00:00,0.06,NA,0,9659,0.0377960869565217
"23524",2006-09-07 03:00:00,0,NA,0,7065,0.027645652173913
"23525",2006-09-07 04:00:00,0,NA,0,5247,0.0205317391304348
"23526",2006-09-07 05:00:00,0.02,NA,0,4324,0.01692
"23527",2006-09-07 06:00:00,0.11,NA,0,3749,0.01467
"23528",2006-09-07 07:00:00,0.1,NA,0.1,3473,0.01359
"23529",2006-09-07 08:00:00,0.43,NA,0.17,3322,0.0129991304347826
"23530",2006-09-07 09:00:00,0.85,NA,0.22,3356,0.0131321739130435
"23531",2006-09-07 10:00:00,0.78,NA,0.27,3524,0.0137895652173913
"23532",2006-09-07 11:00:00,0.83,NA,0.31,3453,0.0135117391304348
"23533",2006-09-07 12:00:00,2.19,NA,0.33,3973,0.0155465217391304
"23534",2006-09-07 13:00:00,4.74,NA,0.33,3866,0.0151278260869565
"23535",2006-09-07 14:00:00,3.83,NA,0.31,3272,0.0128034782608696
"23536",2006-09-07 15:00:00,1.11,NA,0.27,3120,0.0122086956521739
"23537",2006-09-07 16:00:00,3.45,NA,0.22,3056,0.0119582608695652
"23538",2006-09-07 17:00:00,0.31,NA,0.17,2914,0.0114026086956522
"23539",2006-09-07 18:00:00,14.41,NA,0.1,3223,0.0126117391304348
"23540",2006-09-07 19:00:00,4.21,NA,0,3954,0.0154721739130435
"23541",2006-09-07 20:00:00,0,NA,0,3509,0.0137308695652174
"23542",2006-09-07 21:00:00,0.37,NA,0,3353,0.0131204347826087
"23543",2006-09-07 22:00:00,0.08,NA,0,3141,0.0122908695652174
"23544",2006-09-07 23:00:00,0.23,NA,0,3069,0.0120091304347826
"23545",2006-09-08 00:00:00,0.26,NA,0,3008,0.0117704347826087
"23546",2006-09-08 01:00:00,0.06,NA,0,2946,0.0115278260869565
"23547",2006-09-08 02:00:00,0,NA,0,2886,0.0112930434782609
"23548",2006-09-08 03:00:00,0,NA,0,2940,0.011504347826087
"23549",2006-09-08 04:00:00,0,NA,0,3077,0.0120404347826087
"23550",2006-09-08 05:00:00,0,NA,0,3214,0.0125765217391304
"23551",2006-09-08 06:00:00,0,NA,0,3348,0.0131008695652174
"23552",2006-09-08 07:00:00,0,NA,0.09,3144,0.0123026086956522
"23553",2006-09-08 08:00:00,0,NA,0.15,3216,0.012584347826087
"23554",2006-09-08 09:00:00,0.08,NA,0.2,3171,0.0124082608695652
"23555",2006-09-08 10:00:00,0,NA,0.24,3126,0.0122321739130435
"23556",2006-09-08 11:00:00,0.02,NA,0.28,3060,0.0119739130434783
"23557",2006-09-08 12:00:00,0,NA,0.29,2964,0.0115982608695652
"23558",2006-09-08 13:00:00,0,NA,0.29,2868,0.0112226086956522
"23559",2006-09-08 14:00:00,0,NA,0.28,2772,0.0108469565217391
"23560",2006-09-08 15:00:00,0,NA,0.24,2679,0.0104830434782609
"23561",2006-09-08 16:00:00,0,NA,0.2,2632,0.0102991304347826
"23562",2006-09-08 17:00:00,0,NA,0.15,2598,0.0101660869565217
"23563",2006-09-08 18:00:00,0,NA,0.09,2564,0.0100330434782609
"23564",2006-09-08 19:00:00,0,NA,0,2530,0.0099
"23565",2006-09-08 20:00:00,0,NA,0,2497,0.00977086956521739
"23566",2006-09-08 21:00:00,0,NA,0,2463,0.00963782608695652
"23567",2006-09-08 22:00:00,0,NA,0,2433,0.0095204347826087
"23568",2006-09-08 23:00:00,0,NA,0,2404,0.00940695652173913
"23569",2006-09-09 00:00:00,0.23,NA,0,2374,0.0092895652173913
"23570",2006-09-09 01:00:00,0,NA,0,2345,0.00917608695652174
"23571",2006-09-09 02:00:00,0.01,NA,0,2315,0.00905869565217391
"23572",2006-09-09 03:00:00,0,NA,0,2285,0.00894130434782609
"23573",2006-09-09 04:00:00,0.21,NA,0,2256,0.00882782608695652
"23574",2006-09-09 05:00:00,0.01,NA,0,2227,0.00871434782608696
"23575",2006-09-09 06:00:00,0.36,NA,0,2197,0.00859695652173913
"23576",2006-09-09 07:00:00,0.01,NA,0.09,2176,0.00851478260869565
"23577",2006-09-09 08:00:00,0,NA,0.15,2190,0.00856956521739131
"23578",2006-09-09 09:00:00,0.01,NA,0.2,2198,0.00860086956521739
"23579",2006-09-09 10:00:00,0,NA,0.24,2205,0.00862826086956522
"23580",2006-09-09 11:00:00,0,NA,0.28,2212,0.00865565217391305
"23581",2006-09-09 12:00:00,0,NA,0.29,2189,0.00856565217391304
"23582",2006-09-09 13:00:00,0,NA,0.29,2084,0.00815478260869565
"23583",2006-09-09 14:00:00,0,NA,0.28,2112,0.00826434782608696
"23584",2006-09-09 15:00:00,0,NA,0.24,2114,0.00827217391304348
"23585",2006-09-09 16:00:00,0,NA,0.2,2105,0.00823695652173913
"23586",2006-09-09 17:00:00,0,NA,0.15,2096,0.00820173913043478
"23587",2006-09-09 18:00:00,0,NA,0.09,2088,0.0081704347826087
"23588",2006-09-09 19:00:00,0,NA,0,2079,0.00813521739130435
"23589",2006-09-09 20:00:00,0,NA,0,2071,0.00810391304347826
"23590",2006-09-09 21:00:00,0,NA,0,2062,0.00806869565217391
"23591",2006-09-09 22:00:00,0,NA,0,2054,0.00803739130434783
"23592",2006-09-09 23:00:00,0,NA,0,2045,0.00800217391304348
"23593",2006-09-10 00:00:00,0,NA,0,2036,0.00796695652173913
"23594",2006-09-10 01:00:00,0,NA,0,2028,0.00793565217391304
"23595",2006-09-10 02:00:00,0,NA,0,2019,0.0079004347826087
"23596",2006-09-10 03:00:00,0,NA,0,2011,0.00786913043478261
"23597",2006-09-10 04:00:00,0,NA,0,2007,0.00785347826086957
"23598",2006-09-10 05:00:00,0,NA,0,2003,0.00783782608695652
"23599",2006-09-10 06:00:00,0,NA,0,1999,0.00782217391304348
"23600",2006-09-10 07:00:00,0,NA,0.09,1996,0.0078104347826087
"23601",2006-09-10 08:00:00,0.1,NA,0.16,1992,0.00779478260869565
"23602",2006-09-10 09:00:00,0,NA,0.21,1988,0.00777913043478261
"23603",2006-09-10 10:00:00,0,NA,0.25,1985,0.00776739130434783
"23604",2006-09-10 11:00:00,0,NA,0.29,1981,0.00775173913043478
"23605",2006-09-10 12:00:00,0,NA,0.3,1977,0.00773608695652174
"23606",2006-09-10 13:00:00,0,NA,0.3,1973,0.0077204347826087
"23607",2006-09-10 14:00:00,0,NA,0.29,1970,0.00770869565217391
"23608",2006-09-10 15:00:00,0,NA,0.25,1966,0.00769304347826087
"23609",2006-09-10 16:00:00,0,NA,0.21,1962,0.00767739130434783
"23610",2006-09-10 17:00:00,0,NA,0.16,1959,0.00766565217391304
"23611",2006-09-10 18:00:00,0,NA,0.09,1955,0.00765
"23612",2006-09-10 19:00:00,0,NA,0,1951,0.00763434782608696
"23613",2006-09-10 20:00:00,0,NA,0,1950,0.0076304347826087
"23614",2006-09-10 21:00:00,0,NA,0,1950,0.0076304347826087
"23615",2006-09-10 22:00:00,0,NA,0,1950,0.0076304347826087
"23616",2006-09-10 23:00:00,0,NA,0,1950,0.0076304347826087
"23617",2006-09-11 00:00:00,0,NA,0,1950,0.0076304347826087
"23618",2006-09-11 01:00:00,0,NA,0,1950,0.0076304347826087
"23619",2006-09-11 02:00:00,0,NA,0,1950,0.0076304347826087
"23620",2006-09-11 03:00:00,0,NA,0,1950,0.0076304347826087
"23621",2006-09-11 04:00:00,0,NA,0,1950,0.0076304347826087
"23622",2006-09-11 05:00:00,0,NA,0,1950,0.0076304347826087
"23623",2006-09-11 06:00:00,0,NA,0,1950,0.0076304347826087
"23624",2006-09-11 07:00:00,0,NA,0.09,1950,0.0076304347826087
"23625",2006-09-11 08:00:00,0,NA,0.17,1950,0.0076304347826087
"23626",2006-09-11 09:00:00,0,NA,0.21,1950,0.0076304347826087
"23627",2006-09-11 10:00:00,0,NA,0.26,1950,0.0076304347826087
"23628",2006-09-11 11:00:00,0,NA,0.3,1947,0.00761869565217391
"23629",2006-09-11 12:00:00,0,NA,0.32,1943,0.00760304347826087
"23630",2006-09-11 13:00:00,0,NA,0.32,1940,0.00759130434782609
"23631",2006-09-11 14:00:00,0,NA,0.3,1939,0.00758739130434783
"23632",2006-09-11 15:00:00,0,NA,0.26,1938,0.00758347826086957
"23633",2006-09-11 16:00:00,0,NA,0.21,1937,0.00757956521739131
"23634",2006-09-11 17:00:00,0,NA,0.17,1936,0.00757565217391304
"23635",2006-09-11 18:00:00,0,NA,0.09,1935,0.00757173913043478
"23636",2006-09-11 19:00:00,0,NA,0,1934,0.00756782608695652
"23637",2006-09-11 20:00:00,0,NA,0,1933,0.00756391304347826
"23638",2006-09-11 21:00:00,0,NA,0,1932,0.00756
"23639",2006-09-11 22:00:00,0,NA,0,1931,0.00755608695652174
"23640",2006-09-11 23:00:00,0,NA,0,1930,0.00755217391304348
"23641",2006-09-12 00:00:00,0,NA,0,1929,0.00754826086956522
"23642",2006-09-12 01:00:00,0,NA,0,1928,0.00754434782608696
"23643",2006-09-12 02:00:00,0,NA,0,1927,0.0075404347826087
"23644",2006-09-12 03:00:00,0,NA,0,1926,0.00753652173913044
"23645",2006-09-12 04:00:00,0,NA,0,1925,0.00753260869565217
"23646",2006-09-12 05:00:00,0,NA,0,1923,0.00752478260869565
"23647",2006-09-12 06:00:00,0,NA,0,1922,0.00752086956521739
"23648",2006-09-12 07:00:00,0,NA,0.1,1921,0.00751695652173913
"23649",2006-09-12 08:00:00,0,NA,0.17,1921,0.00751695652173913
"23650",2006-09-12 09:00:00,0,NA,0.22,1923,0.00752478260869565
"23651",2006-09-12 10:00:00,0,NA,0.27,1928,0.00754434782608696
"23652",2006-09-12 11:00:00,0,NA,0.31,1929,0.00754826086956522
"23653",2006-09-12 12:00:00,0,NA,0.33,1929,0.00754826086956522
"23654",2006-09-12 13:00:00,0,NA,0.33,1928,0.00754434782608696
"23655",2006-09-12 14:00:00,0,NA,0.31,1927,0.0075404347826087
"23656",2006-09-12 15:00:00,0,NA,0.27,1926,0.00753652173913044
"23657",2006-09-12 16:00:00,0,NA,0.22,1926,0.00753652173913044
"23658",2006-09-12 17:00:00,0,NA,0.17,1925,0.00753260869565217
"23659",2006-09-12 18:00:00,0,NA,0.1,1924,0.00752869565217391
"23660",2006-09-12 19:00:00,0,NA,0,1923,0.00752478260869565
"23661",2006-09-12 20:00:00,0,NA,0,1923,0.00752478260869565
"23662",2006-09-12 21:00:00,0,NA,0,1922,0.00752086956521739
"23663",2006-09-12 22:00:00,0,NA,0,1921,0.00751695652173913
"23664",2006-09-12 23:00:00,0,NA,0,1920,0.00751304347826087
"23665",2006-09-13 00:00:00,0,NA,0,1920,0.00751304347826087
"23666",2006-09-13 01:00:00,0,NA,0,1919,0.00750913043478261
"23667",2006-09-13 02:00:00,0,NA,0,1918,0.00750521739130435
"23668",2006-09-13 03:00:00,0,NA,0,1917,0.00750130434782609
"23669",2006-09-13 04:00:00,0,NA,0,1917,0.00750130434782609
"23670",2006-09-13 05:00:00,0,NA,0,1916,0.00749739130434783
"23671",2006-09-13 06:00:00,0,NA,0,1915,0.00749347826086957
"23672",2006-09-13 07:00:00,0,NA,0.09,1914,0.0074895652173913
"23673",2006-09-13 08:00:00,0,NA,0.15,1914,0.0074895652173913
"23674",2006-09-13 09:00:00,0,NA,0.2,1913,0.00748565217391305
"23675",2006-09-13 10:00:00,0,NA,0.24,1912,0.00748173913043478
"23676",2006-09-13 11:00:00,0,NA,0.28,1911,0.00747782608695652
"23677",2006-09-13 12:00:00,0,NA,0.29,1911,0.00747782608695652
"23678",2006-09-13 13:00:00,0,NA,0.29,1910,0.00747391304347826
"23679",2006-09-13 14:00:00,0,NA,0.28,1909,0.00747
"23680",2006-09-13 15:00:00,0,NA,0.24,1908,0.00746608695652174
"23681",2006-09-13 16:00:00,0,NA,0.2,1907,0.00746217391304348
"23682",2006-09-13 17:00:00,0,NA,0.15,1907,0.00746217391304348
"23683",2006-09-13 18:00:00,0,NA,0.09,1906,0.00745826086956522
"23684",2006-09-13 19:00:00,0,NA,0,1905,0.00745434782608696
"23685",2006-09-13 20:00:00,0,NA,0,1904,0.0074504347826087
"23686",2006-09-13 21:00:00,0,NA,0,1904,0.0074504347826087
"23687",2006-09-13 22:00:00,0,NA,0,1903,0.00744652173913044
"23688",2006-09-13 23:00:00,0,NA,0,1902,0.00744260869565217
"23689",2006-09-14 00:00:00,0,NA,0,1901,0.00743869565217391
"23690",2006-09-14 01:00:00,0,NA,0,1901,0.00743869565217391
"23691",2006-09-14 02:00:00,0,NA,0,1900,0.00743478260869565
"23692",2006-09-14 03:00:00,0,NA,0,1899,0.00743086956521739
"23693",2006-09-14 04:00:00,0,NA,0,1898,0.00742695652173913
"23694",2006-09-14 05:00:00,0,NA,0,1897,0.00742304347826087
"23695",2006-09-14 06:00:00,0,NA,0,1897,0.00742304347826087
"23696",2006-09-14 07:00:00,0,NA,0.09,1896,0.00741913043478261
"23697",2006-09-14 08:00:00,0,NA,0.16,1895,0.00741521739130435
"23698",2006-09-14 09:00:00,0,NA,0.21,1894,0.00741130434782609
"23699",2006-09-14 10:00:00,0,NA,0.25,1894,0.00741130434782609
"23700",2006-09-14 11:00:00,0,NA,0.29,1893,0.00740739130434783
"23701",2006-09-14 12:00:00,0,NA,0.3,1892,0.00740347826086957
"23702",2006-09-14 13:00:00,0,NA,0.3,1891,0.00739956521739131
"23703",2006-09-14 14:00:00,0,NA,0.29,1891,0.00739956521739131
"23704",2006-09-14 15:00:00,0,NA,0.25,1890,0.00739565217391304
"23705",2006-09-14 16:00:00,0,NA,0.21,1891,0.00739956521739131
"23706",2006-09-14 17:00:00,0,NA,0.16,1891,0.00739956521739131
"23707",2006-09-14 18:00:00,0,NA,0.09,1891,0.00739956521739131
"23708",2006-09-14 19:00:00,0,NA,0,1892,0.00740347826086957
"23709",2006-09-14 20:00:00,0,NA,0,1892,0.00740347826086957
"23710",2006-09-14 21:00:00,0,NA,0,1893,0.00740739130434783
"23711",2006-09-14 22:00:00,0,NA,0,1893,0.00740739130434783
"23712",2006-09-14 23:00:00,0,NA,0,1894,0.00741130434782609
"23713",2006-09-15 00:00:00,0,NA,0,1894,0.00741130434782609
"23714",2006-09-15 01:00:00,0,NA,0,1895,0.00741521739130435
"23715",2006-09-15 02:00:00,0,NA,0,1895,0.00741521739130435
"23716",2006-09-15 03:00:00,0,NA,0,1896,0.00741913043478261
"23717",2006-09-15 04:00:00,0,NA,0,1896,0.00741913043478261
"23718",2006-09-15 05:00:00,0,NA,0,1897,0.00742304347826087
"23719",2006-09-15 06:00:00,0,NA,0,1897,0.00742304347826087
"23720",2006-09-15 07:00:00,0,NA,0.1,1897,0.00742304347826087
"23721",2006-09-15 08:00:00,0,NA,0.17,1898,0.00742695652173913
"23722",2006-09-15 09:00:00,0,NA,0.22,1898,0.00742695652173913
"23723",2006-09-15 10:00:00,0,NA,0.27,1899,0.00743086956521739
"23724",2006-09-15 11:00:00,0,NA,0.31,1899,0.00743086956521739
"23725",2006-09-15 12:00:00,0,NA,0.33,1900,0.00743478260869565
"23726",2006-09-15 13:00:00,0,NA,0.33,1899,0.00743086956521739
"23727",2006-09-15 14:00:00,0,NA,0.31,1896,0.00741913043478261
"23728",2006-09-15 15:00:00,0,NA,0.27,1893,0.00740739130434783
"23729",2006-09-15 16:00:00,0,NA,0.22,1891,0.00739956521739131
"23730",2006-09-15 17:00:00,0,NA,0.17,1888,0.00738782608695652
"23731",2006-09-15 18:00:00,0,NA,0.1,1885,0.00737608695652174
"23732",2006-09-15 19:00:00,0,NA,0,1882,0.00736434782608696
"23733",2006-09-15 20:00:00,0,NA,0,1880,0.00735652173913043
"23734",2006-09-15 21:00:00,0,NA,0,1877,0.00734478260869565
"23735",2006-09-15 22:00:00,0,NA,0,1874,0.00733304347826087
"23736",2006-09-15 23:00:00,0,NA,0,1871,0.00732130434782609
"23737",2006-09-16 00:00:00,0,NA,0,1871,0.00732130434782609
"23738",2006-09-16 01:00:00,0,NA,0,1873,0.00732913043478261
"23739",2006-09-16 02:00:00,0,NA,0,1875,0.00733695652173913
"23740",2006-09-16 03:00:00,0,NA,0,1877,0.00734478260869565
"23741",2006-09-16 04:00:00,0,NA,0,1879,0.00735260869565217
"23742",2006-09-16 05:00:00,0,NA,0,1881,0.0073604347826087
"23743",2006-09-16 06:00:00,0,NA,0,1883,0.00736826086956522
"23744",2006-09-16 07:00:00,0,NA,0.09,1885,0.00737608695652174
"23745",2006-09-16 08:00:00,0,NA,0.15,1887,0.00738391304347826
"23746",2006-09-16 09:00:00,0,NA,0.2,1889,0.00739173913043478
"23747",2006-09-16 10:00:00,0,NA,0.24,1886,0.00738
"23748",2006-09-16 11:00:00,0,NA,0.28,1872,0.00732521739130435
"23749",2006-09-16 12:00:00,0,NA,0.29,1858,0.0072704347826087
"23750",2006-09-16 13:00:00,0.07,NA,0.29,1843,0.00721173913043478
"23751",2006-09-16 14:00:00,0.17,NA,0.28,1829,0.00715695652173913
"23752",2006-09-16 15:00:00,0.07,NA,0.24,1815,0.00710217391304348
"23753",2006-09-16 16:00:00,0.08,NA,0.2,1800,0.00704347826086957
"23754",2006-09-16 17:00:00,0.27,NA,0.15,1786,0.00698869565217391
"23755",2006-09-16 18:00:00,0.24,NA,0.09,1772,0.00693391304347826
"23756",2006-09-16 19:00:00,0.27,NA,0,1757,0.00687521739130435
